product_id,name,category,brand,price,color,size
1514,Product 6N8D,Clothing,Brand E,96.63,White,L
1515,Product L6XG,Home,Brand A,96.88,,
1516,Product C97Z,Home,Brand B,77.88,White,M
1517,Product LZY6,Clothing,Brand D,129.65,,XXL
1518,Product SULD,Electronics,Brand E,98.79,Green,
1519,Product BAUE,Electronics,Brand A,56.53,,XXL
1520,Product 2ZC2,Clothing,Brand D,80.37,Blue,M
1521,Product RMMN,Toys,Brand A,12.13,Red,M
1522,Product 0W8Y,Electronics,Brand C,98.73,,XL
1523,Product ICJE,Books,Brand B,130.18,Green,
1524,Product Q7V6,Home,Brand E,63.97,,
1525,Product 9TQC,Books,Brand A,67.8,Green,L
1526,Product P270,Home,Brand B,119.28,Green,
1527,Product O7GV,Books,Brand E,76.43,Red,S
1528,Product MRMM,Electronics,Brand B,93.54,Black,XL
1529,Product G3ZV,Toys,Brand B,100.69,White,XXL
1530,Product 3GGI,Clothing,Brand D,80.64,White,XXL
1531,Product TCB2,Electronics,Brand B,131.91,Blue,XXL
1532,Product PN3Z,Clothing,Brand D,112.97,White,M
1533,Product 121B,Electronics,Brand D,130.47,White,L
1534,Product A0SJ,Books,Brand A,79.87,,S
1535,Product PMPP,Home,Brand E,100.82,Green,S
1536,Product JCO5,Electronics,Brand B,84.44,Blue,S
1537,Product A8FB,Home,Brand C,141.76,Red,L
1538,Product 8R0J,Electronics,Brand C,128.82,,S
1539,Product Y0DJ,Electronics,Brand B,27.1,,XXL
1540,Product VK0T,Home,Brand C,84.81,White,XL
1541,Product 2GTL,Clothing,Brand C,86.86,Green,L
1542,Product CFA0,Clothing,Brand D,120.62,Red,
1543,Product 3JWT,Clothing,Brand B,95.9,Green,XL
1544,Product A6CQ,Clothing,Brand E,100.08,Red,M
1545,Product TP39,Books,Brand C,60.33,,S
1546,Product KQQM,Home,Brand E,47.2,Black,XXL
1547,Product FTBH,Toys,Brand A,91.96,,XL
1548,Product 071L,Electronics,Brand A,83.14,Green,S
1549,Product H0ND,Toys,Brand B,50.7,White,
1550,Product YZC6,Books,Brand A,52.71,Red,
1551,Product IJ5U,Books,Brand B,108.72,,
1552,Product 1W6Z,Toys,Brand E,67.75,Red,L
1553,Product BDK8,Books,Brand B,92.6,Black,
1554,Product UDGN,Clothing,Brand C,104.08,Black,
1555,Product OVWW,Clothing,Brand B,65.27,Green,M
1556,Product LE0L,Books,Brand B,114.14,White,L
1557,Product G1V7,Books,Brand D,89.62,Blue,
1558,Product 8F5A,Toys,Brand A,72.8,Green,XL
1559,Product 60UQ,Toys,Brand B,152.34,White,XXL
1560,Product 5PTT,Home,Brand E,66.05,,L
1561,Product V7VU,Electronics,Brand E,94.69,Blue,L
1562,Product GO2E,Home,Brand D,113.91,Black,XL
1563,Product 4OKD,Electronics,Brand B,114.47,Black,XXL
1564,Product REAY,Clothing,Brand A,54.79,Blue,M
1565,Product OAPV,Home,Brand D,92.83,Black,XL
1566,Product DFLM,Books,Brand A,91.24,Black,S
1567,Product 02RN,Electronics,Brand E,86.71,Green,XXL
1568,Product IBTS,Electronics,Brand C,94.14,Black,XXL
1569,Product 8XKB,Electronics,Brand A,94.52,Black,
1570,Product N01D,Home,Brand A,130.5,,XXL
1571,Product YGHZ,Clothing,Brand D,114.94,Black,M
1572,Product 44A7,Electronics,Brand B,64.82,Black,XXL
1573,Product 5WD5,Toys,Brand E,70.66,Green,XXL
1574,Product X6F4,Books,Brand A,106.24,,S
1575,Product BEL7,Clothing,Brand A,78.86,Black,XL
1576,Product 0OTD,Toys,Brand D,126.69,Black,XL
1577,Product KAT5,Home,Brand C,73.54,,L
1578,Product TQNY,Books,Brand B,96.9,,XXL
1579,Product FMIE,Clothing,Brand A,104.02,Black,M
1580,Product KZE6,Electronics,Brand A,90.61,Black,XXL
1581,Product LI55,Electronics,Brand A,92.83,Red,XL
1582,Product O144,Home,Brand E,136.6,White,XXL
1583,Product 8FJQ,Books,Brand A,132.92,,M
1584,Product EOV0,Clothing,Brand D,67.97,,XXL
1585,Product DW7L,Toys,Brand B,103.63,White,S
1586,Product KN05,Home,Brand E,176.89,Green,XL
1587,Product AWND,Books,Brand B,84.75,Green,
1588,Product IJ3K,Electronics,Brand C,94.75,Red,
1589,Product QMD0,Books,Brand C,86.15,Blue,XXL
1590,Product KNU7,Clothing,Brand A,88.45,Blue,XL
1591,Product S2XA,Home,Brand D,96.26,White,S
1592,Product MNV5,Toys,Brand D,43.75,Green,XL
1593,Product J97E,Electronics,Brand B,89.73,,L
1594,Product G9B6,Home,Brand C,39.07,Blue,M
1595,Product WEEB,Clothing,Brand B,77.7,Black,L
1596,Product C2Y6,Electronics,Brand E,67.88,Blue,L
1597,Product R26I,Home,Brand D,74.85,Black,
1598,Product JSZF,Books,Brand E,81.62,Red,L
1599,Product OAEO,Electronics,Brand A,119.46,Blue,M
1600,Product IWTS,Books,Brand A,75.87,Blue,S
1601,Product NISI,Electronics,Brand B,119.1,,M
1602,Product U01A,Books,Brand E,93.2,Blue,M
1603,Product K3I1,Toys,Brand E,179.07,White,XL
1604,Product 4F55,Books,Brand A,144.87,Blue,
1605,Product CWR0,Home,Brand C,114.75,White,S
1606,Product X04B,Electronics,Brand D,68.42,Red,S
1607,Product GWFQ,Electronics,Brand B,91.23,,XXL
1608,Product QVNI,Toys,Brand D,105.33,Green,XXL
1609,Product 9JW9,Clothing,Brand A,140.65,Green,
1610,Product X7VH,Books,Brand C,72.95,White,XL
1611,Product 9ZPF,Toys,Brand A,125.07,Blue,S
1612,Product CP36,Books,Brand E,103.05,,L
1613,Product 1KE6,Clothing,Brand D,56.41,Blue,XXL
1614,Product TNJ2,Electronics,Brand C,86.62,Blue,XL
1615,Product XYT5,Electronics,Brand A,91.21,Green,XXL
1616,Product ANDC,Books,Brand A,114.18,,S
1617,Product MSWG,Clothing,Brand D,56.19,,XL
1618,Product MAS3,Toys,Brand A,108.87,Black,XL
1619,Product 2EM3,Books,Brand B,84.79,Red,L
1620,Product S4O9,Electronics,Brand A,89.01,White,M
1621,Product R7C6,Home,Brand D,104.48,Blue,XL
1622,Product AAAI,Electronics,Brand B,141.71,Black,XXL
1623,Product YOVC,Electronics,Brand B,83.84,Green,XXL
1624,Product JNSS,Toys,Brand E,70.68,Green,XL
1625,Product WTK3,Toys,Brand E,57.31,Black,
1626,Product PVCB,Electronics,Brand A,117.79,Green,
1627,Product CIZT,Home,Brand B,142.35,Red,XL
1628,Product N6AV,Toys,Brand B,69.89,Black,XXL
1629,Product NMD4,Electronics,Brand C,147.53,Black,L
1630,Product IHBK,Clothing,Brand E,122.84,Green,XL
1631,Product GS8X,Electronics,Brand D,52.95,Black,M
1632,Product Y5NS,Home,Brand D,106.38,Green,S
1633,Product ZW13,Books,Brand E,131.74,White,S
1634,Product HZNZ,Clothing,Brand B,122.9,Blue,XL
1635,Product G1C0,Books,Brand B,102.41,Blue,XL
1636,Product 5DOW,Clothing,Brand E,113.45,Black,S
1637,Product GHC3,Electronics,Brand E,132.1,Black,L
1638,Product 8IQO,Clothing,Brand A,123.24,White,XL
1639,Product T3CX,Electronics,Brand B,58.31,Red,
1640,Product CQVO,Clothing,Brand E,102.71,Red,XXL
1641,Product QUFK,Books,Brand C,107.88,White,XXL
1642,Product OG6X,Home,Brand E,108.85,White,S
1643,Product POPL,Books,Brand A,126.93,Black,
1644,Product G5ZP,Books,Brand E,86.32,Black,XXL
1645,Product LBA3,Electronics,Brand C,70.57,Black,XXL
1646,Product 86ZL,Home,Brand D,121.18,Red,
1647,Product K5HX,Electronics,Brand E,116.68,White,
1648,Product 6FKI,Books,Brand E,95.27,Blue,XL
1649,Product 815P,Toys,Brand B,113.87,White,XXL
1650,Product E66F,Home,Brand B,113.17,Green,L
1651,Product IGSW,Clothing,Brand A,152.94,Blue,
1652,Product F054,Home,Brand D,148.5,,M
1653,Product Q4TH,Clothing,Brand A,58.52,Green,M
1654,Product 5MDQ,Clothing,Brand C,96.34,Red,
1655,Product L3P1,Electronics,Brand E,94.45,,
1656,Product PRVN,Home,Brand A,63.77,Red,XL
1657,Product D65M,Home,Brand C,73.54,Green,XXL
1658,Product 5QB4,Home,Brand C,59.05,,M
1659,Product 7KP8,Books,Brand B,108.07,Red,M
1660,Product 6YPK,Books,Brand C,82.25,Red,M
1661,Product C8E1,Electronics,Brand C,110.48,White,
1662,Product K9MS,Books,Brand C,126.83,Green,S
1663,Product 0N03,Home,Brand A,72.79,,S
1664,Product LR30,Books,Brand D,89.29,Blue,XXL
1665,Product 5SR3,Home,Brand D,78.51,Red,S
1666,Product UF9W,Home,Brand E,106.46,Green,XL
1667,Product HE1F,Toys,Brand D,104.06,White,M
1668,Product 67YB,Books,Brand E,119.76,Red,S
1669,Product JET2,Toys,Brand C,101.58,,XXL
1670,Product YVIR,Books,Brand A,122.99,Green,S
1671,Product JA7F,Books,Brand E,80.18,Green,M
1672,Product MOHI,Books,Brand B,55.75,Red,L
1673,Product HK0O,Toys,Brand C,165.26,Red,
1674,Product SEWH,Toys,Brand A,101.67,White,
1675,Product 8DLY,Toys,Brand C,74.05,Green,L
1676,Product JSSZ,Books,Brand D,152.02,Red,XXL
1677,Product 182Y,Electronics,Brand C,65.71,White,
1678,Product EMDD,Clothing,Brand B,108.65,Red,XL
1679,Product 5B7S,Home,Brand D,153.54,Black,M
1680,Product 5DKR,Home,Brand D,114.58,White,XXL
1681,Product IG3Q,Home,Brand A,89.1,Black,XXL
1682,Product CTHS,Books,Brand C,101.3,,S
1683,Product CG4X,Books,Brand C,96.58,Red,
1684,Product 59X7,Home,Brand E,120.2,White,S
1685,Product FA2M,Home,Brand E,88.63,Red,M
1686,Product JEMA,Electronics,Brand E,89.67,Green,XXL
1687,Product MJMT,Books,Brand D,170.29,Green,XXL
1688,Product E0EY,Home,Brand A,102.69,Red,
1689,Product 6Z6W,Toys,Brand E,72.02,Blue,L
1690,Product TAF7,Clothing,Brand C,116.7,,S
1691,Product 0XLK,Electronics,Brand B,78.77,Red,XXL
1692,Product EC6W,Electronics,Brand C,128.88,White,S
1693,Product ODJ8,Electronics,Brand D,118.87,Blue,XL
1694,Product 3KBL,Home,Brand E,160.51,White,L
1695,Product LDI7,Clothing,Brand B,80.27,Red,XL
1696,Product PWZE,Home,Brand D,140.57,Blue,
1697,Product GFD4,Toys,Brand A,132.91,White,S
1698,Product B7ZV,Electronics,Brand C,75.62,White,
1699,Product 939K,Books,Brand E,135.81,White,M
1700,Product 3FBM,Electronics,Brand C,119.39,Blue,XXL
1701,Product BRJ3,Electronics,Brand A,136.83,Green,XXL
1702,Product PBRK,Books,Brand D,57.19,,
1703,Product SU7S,Toys,Brand D,72.02,Blue,M
1704,Product GKQ3,Books,Brand C,93.47,Red,L
1705,Product OMB7,Books,Brand D,115.42,Red,XXL
1706,Product HG2M,Books,Brand A,95.78,Red,
1707,Product FNA3,Clothing,Brand D,133.02,Black,XXL
1708,Product ERA1,Toys,Brand B,119.12,Black,S
1709,Product H5YQ,Toys,Brand A,46.72,White,XXL
1710,Product 6V9F,Books,Brand C,94.22,,XL
1711,Product K1KA,Electronics,Brand A,117.3,Red,XL
1712,Product EIWR,Home,Brand E,76.09,Black,L
1713,Product 69Z9,Toys,Brand D,103.09,Red,XXL
1714,Product P5LM,Electronics,Brand E,83.68,Red,L
1715,Product QO3Y,Clothing,Brand B,143.62,Red,S
1716,Product TYYQ,Books,Brand C,91.53,White,M
1717,Product E76S,Clothing,Brand B,100.75,Black,S
1718,Product T308,Books,Brand A,79.48,White,S
1719,Product B3LY,Books,Brand A,121.57,Green,S
1720,Product PF0U,Clothing,Brand B,65.33,Black,M
1721,Product 4TGJ,Books,Brand D,95.34,Blue,XXL
1722,Product IB66,Home,Brand A,116.31,Blue,S
1723,Product Q5MZ,Books,Brand D,117.89,Red,XL
1724,Product D0O3,Toys,Brand E,139.95,Blue,
1725,Product SIOT,Electronics,Brand D,102.19,Green,S
1726,Product 1PD9,Books,Brand C,104.59,Black,M
1727,Product QBIG,Clothing,Brand E,72.56,White,S
1728,Product 8AR2,Home,Brand B,172.34,Blue,M
1729,Product H01C,Clothing,Brand E,112.17,Red,XXL
1730,Product VSKW,Home,Brand B,98.27,Green,XXL
1731,Product JEX3,Toys,Brand B,70.24,Red,XL
1732,Product FF66,Electronics,Brand A,34.49,Black,XL
1733,Product RA79,Home,Brand A,122.4,Black,XXL
1734,Product R11G,Toys,Brand D,151.74,Green,XXL
1735,Product BLJF,Home,Brand B,94.04,Blue,L
1736,Product DVV4,Clothing,Brand B,92.15,Black,S
1737,Product XIJE,Clothing,Brand A,86.3,Black,S
1738,Product M8OG,Toys,Brand B,92.06,Black,XXL
1739,Product JE9V,Electronics,Brand A,109.23,White,S
1740,Product PA0N,Books,Brand B,121.71,,L
1741,Product MOJN,Home,Brand C,80.12,Green,M
1742,Product RZVL,Clothing,Brand C,116.06,White,XXL
1743,Product OXER,Electronics,Brand A,91.36,Red,M
1744,Product O1QC,Home,Brand B,92.41,,M
1745,Product 34XN,Books,Brand A,80.24,Black,XL
1746,Product CHLZ,Home,Brand D,117.04,Black,S
1747,Product LU12,Clothing,Brand A,109.39,Blue,XL
1748,Product J4ZZ,Clothing,Brand E,80.95,Black,S
1749,Product IVP4,Toys,Brand E,75.14,Red,L
1750,Product 2F6C,Toys,Brand C,77.36,White,XXL
1751,Product LFUL,Electronics,Brand E,79.56,Green,
1752,Product ORDP,Electronics,Brand E,53.06,,XXL
1753,Product HWRI,Home,Brand D,77.68,Black,S
1754,Product WO19,Books,Brand B,68.67,White,S
1755,Product 9FJP,Books,Brand C,139.75,Green,
1756,Product 2U78,Home,Brand E,113.57,,XXL
1757,Product ZF8V,Clothing,Brand B,73.33,,
1758,Product P52J,Toys,Brand E,70.56,White,L
1759,Product SO8I,Clothing,Brand A,120.43,,L
1760,Product V01Q,Electronics,Brand E,122.84,Green,XL
1761,Product J5WG,Electronics,Brand A,88.35,Blue,
1762,Product OXUZ,Toys,Brand E,94.53,Green,S
1763,Product 2A2W,Home,Brand B,110.3,Black,M
1764,Product QYLE,Clothing,Brand B,120.16,Blue,
1765,Product 7MNQ,Home,Brand E,87.87,,M
1766,Product 2AHL,Toys,Brand E,91.23,Blue,M
1767,Product 038J,Toys,Brand E,127.73,Blue,XL
1768,Product 7N2R,Home,Brand B,89.65,,M
1769,Product 7ZMC,Home,Brand B,117.4,Red,M
1770,Product PF19,Home,Brand C,115.3,Blue,
1771,Product ERB0,Books,Brand B,88.07,White,L
1772,Product FT48,Books,Brand B,173.43,,XL
1773,Product EOFR,Electronics,Brand E,25.78,White,XXL
1774,Product B4JX,Toys,Brand E,101.5,White,L
1775,Product 14VC,Electronics,Brand C,80.68,Blue,M
1776,Product 027Q,Home,Brand A,101.02,,M
1777,Product GYH9,Clothing,Brand C,88.69,Blue,XXL
1778,Product QV4A,Toys,Brand B,131.99,Blue,XXL
1779,Product D349,Clothing,Brand C,110.38,,
1780,Product 7PWY,Toys,Brand C,71.44,Green,M
1781,Product T1UR,Clothing,Brand E,115.15,Blue,
1782,Product DD7I,Books,Brand C,125.07,White,M
1783,Product 43YG,Clothing,Brand A,164.33,,M
1784,Product 9CKE,Toys,Brand B,98.83,Black,L
1785,Product YHKR,Books,Brand B,82.01,Blue,XL
1786,Product QBAP,Electronics,Brand B,119.64,,L
1787,Product 87VF,Electronics,Brand C,112.97,Red,XL
1788,Product 3NM7,Home,Brand B,96.77,Blue,
1789,Product WT3J,Clothing,Brand A,53.86,Green,
1790,Product SAOU,Clothing,Brand A,93.64,White,XXL
1791,Product YVMM,Toys,Brand B,135.0,White,XXL
1792,Product 94U9,Home,Brand A,93.09,Red,M
1793,Product D03O,Electronics,Brand C,116.5,,XL
1794,Product LG3W,Books,Brand A,75.18,Red,XL
1795,Product E334,Clothing,Brand D,43.35,Black,L
1796,Product 7P8M,Home,Brand E,78.16,Green,L
1797,Product 92EG,Home,Brand E,95.6,Red,M
1798,Product QB9S,Electronics,Brand C,97.83,,XXL
1799,Product QJ0G,Toys,Brand B,88.52,Blue,M
1800,Product KKXU,Clothing,Brand E,93.08,Black,L
1801,Product 8DE3,Toys,Brand D,87.59,Red,XXL
1802,Product AB1Q,Toys,Brand B,71.64,,S
1803,Product 4U2V,Home,Brand C,90.32,,
1804,Product XJ7W,Electronics,Brand A,144.61,Blue,XXL
1805,Product NRJJ,Electronics,Brand B,133.14,Black,M
1806,Product 2LWN,Books,Brand B,80.79,Black,XL
1807,Product 0QLG,Books,Brand B,147.63,Green,M
1808,Product C9PL,Toys,Brand E,88.28,Black,L
1809,Product PUPL,Books,Brand E,91.57,Black,M
1810,Product L4ZN,Toys,Brand C,143.05,Blue,L
1811,Product I4I7,Toys,Brand C,102.73,Red,L
1812,Product H094,Toys,Brand C,112.66,Green,
1813,Product WMQN,Electronics,Brand B,136.64,Black,S
1814,Product S7DE,Toys,Brand C,123.17,Red,
1815,Product 72NI,Home,Brand E,117.18,Red,S
1816,Product XX8A,Clothing,Brand E,62.11,Black,
1817,Product O0RS,Home,Brand B,100.18,,M
1818,Product 9CQA,Electronics,Brand E,59.49,Blue,M
1819,Product NA0N,Clothing,Brand A,152.37,,XXL
1820,Product 6K8C,Books,Brand D,117.38,Black,S
1821,Product SS56,Clothing,Brand B,187.43,Blue,M
1822,Product 9N5N,Clothing,Brand C,69.72,Black,XXL
1823,Product LWU9,Home,Brand B,109.71,Red,L
1824,Product 21R2,Electronics,Brand C,88.58,Red,XL
1825,Product B7N8,Electronics,Brand A,92.91,Red,M
1826,Product LWA9,Electronics,Brand A,118.39,Black,
1827,Product UZXX,Books,Brand A,86.2,,L
1828,Product 5X97,Clothing,Brand E,132.63,,L
1829,Product CP06,Toys,Brand B,104.17,Green,L
1830,Product 6TPP,Clothing,Brand D,115.69,Red,M
1831,Product DF2P,Books,Brand C,66.56,Blue,XL
1832,Product 56LS,Electronics,Brand D,107.57,,XL
1833,Product 34XD,Electronics,Brand A,107.74,Green,
1834,Product 5USX,Electronics,Brand A,82.26,Red,L
1835,Product X0AG,Toys,Brand E,109.35,,
1836,Product VNDP,Clothing,Brand E,78.2,Blue,XXL
1837,Product 1S7A,Clothing,Brand E,115.68,Blue,
1838,Product U7TR,Clothing,Brand D,62.19,,M
1839,Product RN9Q,Toys,Brand A,96.58,Red,S
1840,Product Z5QI,Home,Brand A,80.46,White,
1841,Product UFCP,Books,Brand B,101.45,Red,XXL
1842,Product DPEP,Toys,Brand A,86.65,Red,
1843,Product 9V70,Electronics,Brand A,84.84,Black,L
1844,Product ZEL8,Toys,Brand C,97.46,Red,XXL
1845,Product RCGI,Clothing,Brand C,90.5,Red,S
1846,Product ILK6,Clothing,Brand C,83.54,,XL
1847,Product 6YY1,Home,Brand B,136.55,Black,XL
1848,Product CG6U,Home,Brand A,101.97,Black,XL
1849,Product 8G6R,Books,Brand C,96.46,Blue,XL
1850,Product P56C,Toys,Brand E,60.72,Green,L
1851,Product 3TXN,Home,Brand C,161.9,Blue,XL
1852,Product 7O4M,Electronics,Brand C,99.66,Green,M
1853,Product WUSX,Electronics,Brand B,107.41,Black,S
1854,Product N7NA,Toys,Brand B,105.79,White,L
1855,Product ZF37,Electronics,Brand A,68.59,Black,S
1856,Product RD0H,Toys,Brand A,114.09,Black,
1857,Product LWF7,Home,Brand E,106.32,Green,
1858,Product E6Z6,Toys,Brand C,92.83,Blue,XL
1859,Product VC53,Books,Brand C,110.35,White,XXL
1860,Product 92G8,Clothing,Brand C,116.87,Blue,M
1861,Product DEMU,Books,Brand C,125.6,Red,L
1862,Product VA39,Electronics,Brand B,116.03,White,XXL
1863,Product 0OFR,Home,Brand C,91.84,Black,
1864,Product I78J,Toys,Brand D,118.93,,S
1865,Product JY25,Clothing,Brand A,63.41,Blue,S
1866,Product E8AZ,Toys,Brand B,78.87,Red,L
1867,Product HVL8,Electronics,Brand C,180.26,White,
1868,Product UN3R,Books,Brand E,99.11,Red,XXL
1869,Product 24TA,Toys,Brand D,137.03,,M
1870,Product T1PN,Books,Brand A,95.27,Black,S
1871,Product LVR5,Clothing,Brand A,80.83,White,S
1872,Product TSWL,Electronics,Brand E,71.97,Green,L
1873,Product 0CIU,Clothing,Brand E,50.85,Green,
1874,Product FZUJ,Home,Brand B,67.67,Blue,XXL
1875,Product A429,Toys,Brand A,94.73,White,S
1876,Product ZW3X,Clothing,Brand A,47.94,White,L
1877,Product N1BH,Electronics,Brand E,160.44,Black,XL
1878,Product 3J10,Home,Brand B,100.93,Green,S
1879,Product OZR8,Toys,Brand B,150.63,,
1880,Product 609K,Home,Brand D,107.71,White,XL
1881,Product 6K6R,Electronics,Brand A,124.49,Red,L
1882,Product 5AEM,Toys,Brand D,93.44,Green,XXL
1883,Product 5Q64,Books,Brand B,137.2,White,XXL
1884,Product 6VTI,Clothing,Brand D,78.59,White,S
1885,Product 16SP,Books,Brand E,159.75,Black,M
1886,Product MYT9,Books,Brand D,129.55,Red,XXL
1887,Product 8K73,Home,Brand D,108.22,White,
1888,Product E9YN,Toys,Brand A,127.17,,XXL
1889,Product WFZB,Home,Brand A,61.91,,XL
1890,Product 6KI6,Books,Brand A,161.07,White,M
1891,Product UZ83,Books,Brand D,62.08,Green,
1892,Product 1ZVU,Clothing,Brand E,44.28,Green,XL
1893,Product MSRC,Clothing,Brand C,77.94,Blue,
1894,Product 2QRD,Books,Brand D,100.85,Green,L
1895,Product I40S,Home,Brand C,127.95,Red,M
1896,Product UTVQ,Clothing,Brand B,111.67,Black,S
1897,Product QHRM,Toys,Brand D,130.22,Red,
1898,Product J4NA,Toys,Brand B,127.86,Blue,L
1899,Product FGSL,Home,Brand B,100.14,Green,
1900,Product 91GA,Toys,Brand B,110.17,Red,XXL
1901,Product NKKO,Home,Brand B,70.51,,XL
1902,Product NNJD,Electronics,Brand D,115.08,Black,M
1903,Product BNKF,Clothing,Brand A,107.76,Black,S
1904,Product BHPZ,Toys,Brand A,171.14,White,L
1905,Product ATB3,Toys,Brand E,159.37,Blue,
1906,Product LILU,Clothing,Brand B,62.99,Black,
1907,Product ANY7,Books,Brand D,108.89,Blue,S
1908,Product YRS9,Electronics,Brand B,118.19,White,XL
1909,Product V67H,Home,Brand C,73.5,Red,XL
1910,Product EA35,Home,Brand B,155.09,Black,
1911,Product FQZO,Electronics,Brand E,74.64,Red,L
1912,Product 2GNC,Home,Brand E,129.58,Black,L
1913,Product 01KI,Home,Brand C,173.87,Black,S
1914,Product J9EJ,Clothing,Brand C,68.31,White,XXL
1915,Product GJKM,Toys,Brand E,99.06,Red,XL
1916,Product YEJP,Clothing,Brand C,40.9,Blue,L
1917,Product DPJ7,Toys,Brand B,92.47,Red,XXL
1918,Product 8QEY,Electronics,Brand E,79.88,Black,L
1919,Product MCSG,Clothing,Brand B,82.74,White,XXL
1920,Product TALT,Toys,Brand D,101.73,Red,
1921,Product UMJQ,Electronics,Brand B,105.36,White,S
1922,Product PMLZ,Books,Brand B,149.45,Blue,M
1923,Product 28HQ,Toys,Brand E,148.02,Green,M
1924,Product 6RWE,Toys,Brand B,96.62,Blue,
1925,Product VFUI,Electronics,Brand B,101.05,Red,XXL
1926,Product 2I21,Books,Brand A,68.84,,L
1927,Product R68Y,Home,Brand B,139.22,Black,M
1928,Product NUZW,Electronics,Brand D,78.92,Red,XL
1929,Product 7K5Q,Clothing,Brand A,79.01,,XL
1930,Product 1C0H,Toys,Brand D,157.45,White,M
1931,Product 6LGH,Clothing,Brand E,105.42,Red,
1932,Product F16I,Toys,Brand E,67.79,Blue,S
1933,Product UXUK,Toys,Brand A,95.72,Red,
1934,Product HQGL,Books,Brand B,97.62,Green,M
1935,Product 9FSF,Home,Brand A,84.46,Red,
1936,Product HDHC,Home,Brand B,85.37,White,L
1937,Product I7FY,Books,Brand C,110.54,,S
1938,Product WAYE,Toys,Brand D,130.82,Green,L
1939,Product REJB,Toys,Brand C,59.08,Green,
1940,Product RPP5,Clothing,Brand C,104.17,Green,M
1941,Product TK45,Books,Brand A,74.55,Blue,S
1942,Product GL79,Home,Brand E,82.01,Green,M
1943,Product OH45,Toys,Brand E,38.79,Green,XL
1944,Product Y0EK,Toys,Brand E,151.58,Blue,S
1945,Product RV0V,Home,Brand A,96.35,White,M
1946,Product IBQ0,Electronics,Brand E,60.19,White,S
1947,Product CMQ5,Electronics,Brand C,89.67,Red,S
1948,Product 56M1,Clothing,Brand B,74.45,White,S
1949,Product SXGR,Home,Brand A,89.56,White,L
1950,Product Y2G8,Home,Brand C,105.98,Red,L
1951,Product N8OT,Home,Brand E,80.1,White,L
1952,Product 4EYW,Home,Brand D,122.36,,XXL
1953,Product UV5B,Clothing,Brand E,80.01,White,XXL
1954,Product KW63,Home,Brand E,118.42,Red,L
1955,Product XZCC,Electronics,Brand C,87.06,Red,
1956,Product O4XB,Toys,Brand E,66.37,Red,XXL
1957,Product 6AGP,Clothing,Brand A,99.13,Green,
1958,Product JLUU,Toys,Brand A,92.38,Blue,M
1959,Product CZFV,Clothing,Brand B,44.38,Red,XXL
1960,Product XXJ3,Home,Brand C,64.62,Green,L
1961,Product NBPM,Clothing,Brand E,99.67,,
1962,Product PYAE,Toys,Brand B,105.78,,XXL
1963,Product ZF82,Home,Brand C,111.46,,XXL
1964,Product H2ZI,Toys,Brand C,96.0,Blue,XXL
1965,Product 5LI3,Books,Brand B,96.34,Green,M
1966,Product L3BD,Books,Brand A,105.24,Blue,M
1967,Product 6MEU,Toys,Brand A,61.77,White,
1968,Product PWQO,Toys,Brand B,74.22,Red,
1969,Product T8EJ,Toys,Brand A,104.22,White,XXL
1970,Product GZW5,Toys,Brand C,76.0,Red,
1971,Product NSL1,Electronics,Brand D,111.1,Blue,L
1972,Product IYJM,Books,Brand E,84.93,Blue,M
1973,Product RMBQ,Electronics,Brand D,109.53,Black,
1974,Product OSJY,Home,Brand A,116.11,Red,S
1975,Product CBMZ,Toys,Brand C,103.7,Black,S
1976,Product T2EL,Electronics,Brand D,89.07,Green,
1977,Product IX56,Books,Brand B,117.16,Black,L
1978,Product BKYF,Home,Brand A,107.35,Green,S
1979,Product UC1B,Books,Brand B,90.5,White,M
1980,Product OBHC,Books,Brand B,64.82,Blue,M
1981,Product FO27,Books,Brand C,83.71,Black,S
1982,Product JTT9,Clothing,Brand E,145.97,Black,XXL
1983,Product BSO5,Clothing,Brand D,95.6,Black,XL
1984,Product RVPP,Home,Brand E,103.56,Green,XL
1985,Product T7B0,Toys,Brand E,92.43,,M
1986,Product VUET,Electronics,Brand D,70.14,,M
1987,Product VB70,Electronics,Brand C,90.05,White,S
1988,Product NI53,Books,Brand D,122.86,,XXL
1989,Product YAE8,Clothing,Brand A,89.57,Black,XXL
1990,Product G2ZQ,Electronics,Brand E,103.33,Green,XL
1991,Product LC78,Toys,Brand B,92.23,,S
1992,Product B2IN,Books,Brand D,95.93,Black,XL
1993,Product HF36,Home,Brand C,118.59,Green,S
1994,Product AJ20,Books,Brand A,2.61,Red,XL
1995,Product 8CX3,Electronics,Brand A,86.64,Red,M
1996,Product 1BC2,Home,Brand C,84.42,Blue,M
1997,Product 2UIC,Electronics,Brand D,88.94,White,S
1998,Product FN6O,Home,Brand D,74.2,White,S
1999,Product E0XX,Clothing,Brand C,111.69,Red,XXL
2000,Product NLP7,Books,Brand B,174.55,Green,M
2001,Product 3F5Q,Home,Brand D,86.02,White,M
2002,Product 1G4Y,Clothing,Brand E,98.78,Black,XL
2003,Product ZA5X,Books,Brand A,66.05,Green,L
2004,Product B9KZ,Toys,Brand B,110.33,White,M
2005,Product 8E4Y,Home,Brand D,82.23,Blue,XL
2006,Product 639E,Toys,Brand D,133.84,Green,M
2007,Product NLYE,Clothing,Brand C,70.27,White,XXL
2008,Product CV15,Toys,Brand D,128.32,Red,XXL
